DOI,Title,Solvent_Name,Solvent_Type,Battery_Chemistry_Std,SMILES,Concentration_M,Temperature_C,Time_hrs,SLR_gL,Has_Reductant,Reductant_Std,Target_Metal,Efficiency_pct,Source,Augmentation_Method,RDKIT_MW,RDKIT_LogP,RDKIT_TPSA,RDKIT_HBD,RDKIT_HBA,RDKIT_RotBonds,RDKIT_RingCount,RDKIT_AromaticRings,RDKIT_HeavyAtoms,RDKIT_Has_Carboxyl,RDKIT_Has_Hydroxyl,RDKIT_Has_Halogen,RDKIT_Has_Phosphorus,RDKIT_Is_Ionic,RDKIT_Morgan_FP_Density,EHS_Environment,EHS_Health,EHS_Safety,EHS_Total,GreenScore,EHS_Label
http://dx.doi.org/10.1016/j.wasman.2016.10.034,,"Citric Acid, Malic Acid, Gluconic Acid",Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)C(=O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,1.0933631832517918,30.0,4.348110792659983,37.26454798309516,0,,Cu,100.0,Derived,Metal_Expansion,522.37,-5.835,365.41,13,13,13,0,0,35,1,1,0,0,0,0.0342,1.0,1.75,2.0,1.5,94.4,Green
http://dx.doi.org/10.1016/j.wasman.2016.10.034,,"Citric Acid, Malic Acid, Gluconic Acid",Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)C(=O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,1.0933631832517918,30.0,4.348110792659983,37.26454798309516,0,,Li,100.0,Derived,Metal_Expansion,522.37,-5.835,365.41,13,13,13,0,0,35,1,1,0,0,0,0.0342,1.0,1.75,2.0,1.5,94.4,Green
http://dx.doi.org/10.1016/j.wasman.2016.10.034,,"Citric Acid, Malic Acid, Gluconic Acid",Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)C(=O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,1.0933631832517918,30.0,4.348110792659983,37.26454798309516,0,,Mn,77.0,Derived,Metal_Expansion,522.37,-5.835,365.41,13,13,13,0,0,35,1,1,0,0,0,0.0342,1.0,1.75,2.0,1.5,94.4,Green
http://dx.doi.org/10.1016/j.wasman.2016.10.034,,"Citric Acid, Malic Acid, Gluconic Acid",Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)C(=O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,1.0933631832517918,30.0,4.348110792659983,37.26454798309516,0,,Al,75.0,Derived,Metal_Expansion,522.37,-5.835,365.41,13,13,13,0,0,35,1,1,0,0,0,0.0342,1.0,1.75,2.0,1.5,94.4,Green
http://dx.doi.org/10.1016/j.wasman.2016.10.034,,"Citric Acid, Malic Acid, Gluconic Acid",Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)C(=O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,1.0933631832517918,30.0,4.348110792659983,37.26454798309516,0,,Co,64.0,Derived,Metal_Expansion,522.37,-5.835,365.41,13,13,13,0,0,35,1,1,0,0,0,0.0342,1.0,1.75,2.0,1.5,94.4,Green
http://dx.doi.org/10.1016/j.wasman.2016.10.034,,"Citric Acid, Malic Acid, Gluconic Acid",Organic Acid,Unknown,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)C(=O)O.C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,1.0933631832517918,30.0,4.348110792659983,37.26454798309516,0,,Ni,54.0,Derived,Metal_Expansion,522.37,-5.835,365.41,13,13,13,0,0,35,1,1,0,0,0,0.0342,1.0,1.75,2.0,1.5,94.4,Green
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2.0,60.0,2.0,30.0,1,H2O2,Co,81.0,Derived,Metal_Expansion,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1,Green
http://dx.doi.org/10.1016/j.wasman.2017.03.037,,Citric Acid,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,2.0,60.0,2.0,30.0,1,H2O2,Li,92.0,Derived,Metal_Expansion,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1,Green
10.1021/acssuschemeng.7b04373,,Oxalic Acid,Organic Acid,NMC,C(=O)(C(=O)O)O,0.6,70.0,0.17,20.0,0,,Overall,98.5,Real,Original,90.03,-0.844,74.6,2,2,0,0,0,6,1,1,0,0,0,0.0059,2.5,5.0,4.0,3.8,68.9,Acceptable
10.1016/j.jclepro.2018.06.299,,Gluconic Acid,Bio-solvent,Unknown,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.8082604783569304,30.0,5.097827281025865,10.0,0,,Li,100.0,Derived,Metal_Expansion,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7,Green
10.1016/j.jclepro.2018.06.299,,Gluconic Acid,Bio-solvent,Unknown,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.8082604783569304,30.0,5.097827281025865,10.0,0,,Cu,94.0,Derived,Metal_Expansion,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7,Green
10.1016/j.jclepro.2018.06.299,,Gluconic Acid,Bio-solvent,Unknown,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.8082604783569304,30.0,5.097827281025865,10.0,0,,Mn,72.0,Derived,Metal_Expansion,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7,Green
10.1016/j.jclepro.2018.06.299,,Gluconic Acid,Bio-solvent,Unknown,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.8082604783569304,30.0,5.097827281025865,10.0,0,,Al,62.0,Derived,Metal_Expansion,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7,Green
10.1016/j.jclepro.2018.06.299,,Gluconic Acid,Bio-solvent,Unknown,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.8082604783569304,30.0,5.097827281025865,10.0,0,,Ni,45.0,Derived,Metal_Expansion,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7,Green
10.1016/j.jclepro.2018.06.299,,Gluconic Acid,Bio-solvent,Unknown,C([C@H]([C@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O,0.8082604783569304,30.0,5.097827281025865,10.0,0,,Co,38.0,Derived,Metal_Expansion,196.16,-3.493,138.45,6,6,5,0,0,13,1,1,0,0,0,0.0186,1.5,3.5,3.25,2.65,81.7,Green
,,Cyanex 272,Organic Acid,Mixed,CCCCC(CC)CP(=O)(O)CC(CC)CCCC,0.9314816595136604,50.0,3.152925797973015,22.703265322448644,0,,Zn,97.6,Real,Original,290.43,5.69,37.3,1,1,12,0,0,19,0,1,0,1,0,0.0225,6.25,6.5,3.5,5.8,46.7,Problematic
https://doi.org/10.1016/j.wasman.2018.05.030,,"Citric Acid, Tartaric Acid, Ascorbic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.1,80.0,6.0,2.0,1,Ascorbic Acid,Co,86.0,Derived,Metal_Expansion,518.33,-4.778,354.41,12,14,10,1,0,35,1,1,0,0,0,0.04,1.0,1.75,2.0,1.5,94.4,Green
https://doi.org/10.1016/j.wasman.2018.05.030,,"Citric Acid, Tartaric Acid, Ascorbic Acid",Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C(C(C(=O)O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.1,80.0,6.0,2.0,1,Ascorbic Acid,Li,98.0,Derived,Metal_Expansion,518.33,-4.778,354.41,12,14,10,1,0,35,1,1,0,0,0,0.04,1.0,1.75,2.0,1.5,94.4,Green
10.1021/acsaem.9b01647,,Acetic Acid,Organic Acid,NMC,CC(=O)O,1.0389289009158342,60.0,1.0,33.33333333333334,1,H2O2,Li,100.0,Derived,Metal_Expansion,60.05,0.091,37.3,1,1,0,0,0,4,1,1,0,0,0,0.0068,3.25,5.75,4.25,4.45,61.7,Acceptable
10.1021/acsaem.9b01647,,Acetic Acid,Organic Acid,NMC,CC(=O)O,1.0389289009158342,60.0,1.0,33.33333333333334,1,H2O2,Ni,100.0,Derived,Metal_Expansion,60.05,0.091,37.3,1,1,0,0,0,4,1,1,0,0,0,0.0068,3.25,5.75,4.25,4.45,61.7,Acceptable
10.1021/acsaem.9b01647,,Acetic Acid,Organic Acid,NMC,CC(=O)O,1.0389289009158342,60.0,1.0,33.33333333333334,1,H2O2,Co,100.0,Derived,Metal_Expansion,60.05,0.091,37.3,1,1,0,0,0,4,1,1,0,0,0,0.0068,3.25,5.75,4.25,4.45,61.7,Acceptable
10.1021/acsaem.9b01647,,Acetic Acid,Organic Acid,NMC,CC(=O)O,1.0389289009158342,60.0,1.0,33.33333333333334,1,H2O2,Mn,100.0,Derived,Metal_Expansion,60.05,0.091,37.3,1,1,0,0,0,4,1,1,0,0,0,0.0068,3.25,5.75,4.25,4.45,61.7,Acceptable
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.52,79.0,2.0,16.3,1,H2O2,Li,100.0,Derived,Metal_Expansion,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,2.75,5.25,4.0,4.0,66.7,Acceptable
10.1016/j.jece.2018.11.039,,Lactic Acid,Organic Acid,LCO,CC(C(=O)O)O,1.52,79.0,2.0,16.3,1,H2O2,Co,97.36,Derived,Metal_Expansion,90.08,-0.548,57.53,2,2,1,0,0,6,1,1,0,0,0,0.0107,2.75,5.25,4.0,4.0,66.7,Acceptable
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.1,80.0,6.0,2.0,1,Ascorbic Acid,Co,85.0,Derived,Metal_Expansion,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,3.0,5.25,3.75,4.05,66.1,Acceptable
https://doi.org/10.1016/j.jece.2018.102854,,Adipic Acid,Organic Acid,LCO,OC(=O)CCCCC(=O)O,0.1,80.0,6.0,2.0,1,Ascorbic Acid,Li,92.0,Derived,Metal_Expansion,146.14,0.716,74.6,2,2,5,0,0,10,1,1,0,0,0,0.0107,3.0,5.25,3.75,4.05,66.1,Acceptable
10.1016/j.jpowsour.2019.226828,,Methanesulfonic Acid,Organic Acid,LCO,CS(=O)(=O)O,1.0,70.0,1.0,20.0,1,H2O2,Li,100.0,Derived,Metal_Expansion,96.11,-0.496,54.37,1,2,0,0,0,5,0,1,0,0,0,0.0078,2.75,5.25,4.0,4.0,66.7,Acceptable
10.1016/j.jpowsour.2019.226828,,Methanesulfonic Acid,Organic Acid,LCO,CS(=O)(=O)O,1.0,70.0,1.0,20.0,1,H2O2,Co,100.0,Derived,Metal_Expansion,96.11,-0.496,54.37,1,2,0,0,0,5,0,1,0,0,0,0.0078,2.75,5.25,4.0,4.0,66.7,Acceptable
https://doi.org/10.1016/j.mineng.2019.03.027,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.5,90.0,0.67,20.0,1,H2O2,Co,93.0,Derived,Metal_Expansion,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,2.0,4.25,3.75,3.25,75.0,Acceptable
https://doi.org/10.1016/j.mineng.2019.03.027,,DL-malic acid,Organic Acid,LCO,C(C(C(=O)O)O)C(=O)O,1.5,90.0,0.67,20.0,1,H2O2,Li,99.0,Derived,Metal_Expansion,134.09,-1.093,94.83,3,3,3,0,0,9,1,1,0,0,0,0.0146,2.0,4.25,3.75,3.25,75.0,Acceptable
10.1039/c9ra02719j,,Methyltrioctylammonium chloride (MTOAC),Organic Solvent,Unknown,CCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],1.3,25.0,5.708023667461802,34.13027247350277,1,H2O2,Co,98.23,Real,Original,404.17,5.519,0.0,0,0,21,0,0,27,0,0,1,0,1,0.0156,7.25,7.75,2.25,6.45,39.4,Problematic
http://dx.doi.org/10.1098/rsos.191061,,Maleic Acid,Organic Acid,LCO,OC(=O)/C=C\C(=O)O,1.0,70.0,1.0,10.0,1,H2O2,Li,99.58,Derived,Metal_Expansion,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,2.75,5.0,4.0,3.9,67.8,Acceptable
http://dx.doi.org/10.1098/rsos.191061,,Maleic Acid,Organic Acid,LCO,OC(=O)/C=C\C(=O)O,1.0,70.0,1.0,10.0,1,H2O2,Co,98.77,Derived,Metal_Expansion,116.07,-0.288,74.6,2,2,2,0,0,8,1,1,0,0,0,0.0088,2.75,5.0,4.0,3.9,67.8,Acceptable
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.7775599750598421,40.0,0.75,9.8,1,H2O2,Li,100.0,Derived,Metal_Expansion,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1,Green
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.7775599750598421,40.0,0.75,9.8,1,H2O2,Co,96.0,Derived,Metal_Expansion,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1,Green
https://doi.org/10.1016/j.chemosphere.2020.126670,,Lemon Juice,Organic Acid,LCO,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.7775599750598421,40.0,0.75,9.8,1,H2O2,Ni,96.0,Derived,Metal_Expansion,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1,Green
10.1016/j.jhazmat.2020.123068,,Methane sulfonic acid (MSA),Organic Acid,LFP,CS(=O)(=O)O,2.0,25.0,1.5,40.0,1,H2O2,Li,95.0,Derived,Metal_Expansion,96.11,-0.496,54.37,1,2,0,0,0,5,0,1,0,0,0,0.0078,2.75,5.25,4.0,4.0,66.7,Acceptable
10.1016/j.jhazmat.2020.123068,,Methane sulfonic acid (MSA),Organic Acid,LFP,CS(=O)(=O)O,2.0,25.0,1.5,40.0,1,H2O2,Fe,95.0,Derived,Metal_Expansion,96.11,-0.496,54.37,1,2,0,0,0,5,0,1,0,0,0,0.0078,2.75,5.25,4.0,4.0,66.7,Acceptable
10.37190/ppmp/122784,,Aliquat 336,Organic Solvent,Unknown,CCCCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.3,22.0,0.5,39.89019690048148,0,,Cu,71.6,Derived,Metal_Expansion,432.22,6.299,0.0,0,0,23,0,0,29,0,0,1,0,1,0.0156,7.25,7.75,2.0,6.4,40.0,Problematic
10.37190/ppmp/122784,,Aliquat 336,Organic Solvent,Unknown,CCCCCCCCCC[N+](C)(CCCCCCCC)CCCCCCCC.[Cl-],0.3,22.0,0.5,39.89019690048148,0,,Co,98.8,Derived,Metal_Expansion,432.22,6.299,0.0,0,0,23,0,0,29,0,0,1,0,1,0.0156,7.25,7.75,2.0,6.4,40.0,Problematic
https://doi.org/10.1016/j.susmat.2020.e00201,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.0,80.0,0.5,40.0,1,Graphite,Li,94.0,Derived,Metal_Expansion,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1,Green
https://doi.org/10.1016/j.susmat.2020.e00201,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.0,80.0,0.5,40.0,1,Graphite,Co,90.0,Derived,Metal_Expansion,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1,Green
https://doi.org/10.1016/j.susmat.2020.e00201,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.0,80.0,0.5,40.0,1,Graphite,Mn,98.0,Derived,Metal_Expansion,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1,Green
https://doi.org/10.1016/j.susmat.2020.e00201,,Citric Acid,Organic Acid,Other,C(C(=O)O)C(CC(=O)O)(C(=O)O)O,1.0,80.0,0.5,40.0,1,Graphite,Ni,98.0,Derived,Metal_Expansion,192.12,-1.248,132.13,4,4,5,0,0,13,1,1,0,0,0,0.0146,1.5,3.5,3.5,2.7,81.1,Green
https://doi.org/10.1016/j.wasman.2020.05.046,,Lemon Juice,Organic Acid,LFP,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.8497636638160827,25.0,1.5,67.0,1,H2O2,Li,94.83,Derived,Metal_Expansion,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1,Green
https://doi.org/10.1016/j.wasman.2020.05.046,,Lemon Juice,Organic Acid,LFP,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.8497636638160827,25.0,1.5,67.0,1,H2O2,Cu,96.92,Derived,Metal_Expansion,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1,Green
https://doi.org/10.1016/j.wasman.2020.05.046,,Lemon Juice,Organic Acid,LFP,C(C(=O)O)C(CC(=O)O)(C(=O)O)O.C([C@@H]([C@@H]1C(=C(C(=O)O1)O)O)O)O,0.8497636638160827,25.0,1.5,67.0,1,H2O2,Al,47.24,Derived,Metal_Expansion,368.25,-2.656,239.35,8,10,7,1,0,25,1,1,0,0,0,0.0361,1.0,2.25,2.5,1.8,91.1,Green
10.1021/acssuschemeng.1c07109,,Alamine 336,Organic Acid,NMC,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0.4,80.0,1.0,20.0,0,,Co,99.9,Derived,Metal_Expansion,522.0,13.051,3.24,0,1,33,0,0,37,0,0,0,0,0,0.0137,5.5,6.25,2.75,5.25,52.8,Problematic
10.1021/acssuschemeng.1c07109,,Alamine 336,Organic Acid,NMC,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0.4,80.0,1.0,20.0,0,,Mn,99.9,Derived,Metal_Expansion,522.0,13.051,3.24,0,1,33,0,0,37,0,0,0,0,0,0.0137,5.5,6.25,2.75,5.25,52.8,Problematic
10.1021/acssuschemeng.1c07109,,Alamine 336,Organic Acid,NMC,CCCCCCCCCCCCN(CCCCCCCCCCCC)CCCCCCCCCCCC,0.4,80.0,1.0,20.0,0,,Ni,97.0,Derived,Metal_Expansion,522.0,13.051,3.24,0,1,33,0,0,37,0,0,0,0,0,0.0137,5.5,6.25,2.75,5.25,52.8,Problematic
